State,District,Latitude,Longitude
Bihar,Khagaria,25.535588914549653,86.56593256351039
Bihar,Kishanganj,26.324336758321273,87.9504500723589
Bihar,Lakhisarai,25.18344932126697,86.12825701357465
Bihar,Madhepura,25.77341929460581,86.89784439834024
Bihar,Madhubani,26.41380538172716,86.16328360450564
Bihar,Munger,25.198537962962963,86.54173672839507
Bihar,Muzaffarpur,26.18664417177914,85.3274509202454
Bihar,Nalanda,25.229345508982036,85.48053113772454
Bihar,Nawada,24.825708836206896,85.61594568965516
Bihar,Pashchim Champaran,27.160643522012577,84.30265911949685
Bihar,Patna,25.40297114503817,85.31984335877863
Bihar,Purba Champaran,26.681293367346935,85.00382155612246
Bihar,Purnia,25.81714801901743,87.40447606973059
Bihar,Rohtas,24.991704608294928,83.9350762672811
Bihar,Saharsa,25.82127069672131,86.54670819672131
Bihar,Samastipur,25.793205563909776,85.9483332330827
Bihar,Saran,25.896560778443117,84.8226628742515
Bihar,Sheikhpura,25.124724365482233,85.77839390862944
Bihar,Sheohar,26.458380748663103,85.29539411764706
Bihar,Sitamarhi,26.565700696864113,85.61172491289199
Bihar,Siwan,26.173637201365185,84.33766552901024
Bihar,Supaul,26.281578937728938,86.78496465201465
Bihar,Vaishali,25.8134703180212,85.39247597173144
Chandigarh,Chandigarh,30.7426,76.75872465753426
Chhattisgarh,Bastar,19.393866751269037,81.52895126903553
Chhattisgarh,Bilaspur,22.35694298245614,81.99770350877193
Chhattisgarh,Dantewada,18.653854086538463,81.07200120192307
Chhattisgarh,Dhamtari,20.554912627291245,81.75691955193483
Chhattisgarh,Durg,21.19446384928717,81.33181639511201
Chhattisgarh,Janjgir-Champa,21.96109375,82.80495408653846
Chhattisgarh,Jashpur,22.772861676646706,83.87039620758483
Chhattisgarh,Kanker,20.139461285008238,81.06913080724875
Chhattisgarh,Kawardha,22.048000792079208,81.16271188118813
Chhattisgarh,Korba,22.491712500000002,82.57604326923078
Chhattisgarh,Koriya,23.50412776859504,82.12515636363636
Chhattisgarh,Mahasamund,21.22372703777336,82.65925427435387
Chhattisgarh,Raigarh,22.00826506849315,83.27797698630137
Chhattisgarh,Raipur,20.886031538461538,82.20032759615384
Chhattisgarh,Raj Nandgaon,21.05841473495058,80.78526693620844
Chhattisgarh,Surguja,23.327192787286066,83.23582493887531
Dadra And Nagar Haveli,Dadra And Nagar Haveli,20.215132170542635,73.09454961240311
Daman And Diu,Daman,20.431616666666667,72.83923660714285
Daman And Diu,Junagadh,20.72568199498118,70.83985639899623
Delhi,Delhi,28.645944298245617,77.12804517543859
Goa,North Goa,15.548723418714061,73.80667997909043
Goa,South Goa,15.195278658183922,73.94179259687681
Gujarat,Ahmadabad,22.60542556497175,72.2389813559322
Gujarat,Amreli,21.04832649310873,71.43457637825422
Gujarat,Anand,22.282718206229863,72.57782051557464
Gujarat,Banas Kantha,24.25853896551724,71.93205252873562
Gujarat,Bharuch,21.757872762377605,72.67326346710799
Gujarat,Bhavnagar,21.702193903417296,72.1627263276111
Gujarat,Dahod,22.897992252252255,73.99170612612613
Gujarat,Gandhinagar,23.193679790026245,72.67221679790026
Gujarat,Jamnagar,22.410600414263243,69.62062005768222
Gujarat,Junagadh,20.929523011609774,70.54733890140358
Gujarat,Kachchh,23.480572033013374,68.82192301498053
Gujarat,Kheda,22.887653125,73.018803515625
Gujarat,Mahesana,23.52935545286506,72.45545194085028
Gujarat,Narmada,21.706663862928348,73.68403208722742
Gujarat,Navsari,20.866973318872017,72.86184869848157
Gujarat,Panch Mahals,22.80435606837607,73.61984598290599
Gujarat,Patan,23.806341984732825,71.75162977099237
Gujarat,Porbandar,21.55092351651564,69.71896987722887
Gujarat,Rajkot,22.40603377715487,70.83679439383322
Gujarat,Sabar Kantha,23.71803594548552,73.13638790459966
Gujarat,Surat,21.257613727720894,72.9348871634433
Gujarat,Surendranagar,22.826720072992703,71.48358740875912
Gujarat,The Dangs,20.801633877551023,73.6883518367347
Gujarat,Vadodara,22.261337392795884,73.49433010291595
Gujarat,Valsad,20.442382316442608,72.91485847983454
Haryana,Ambala,30.35036723163842,76.94970310734463
Haryana,Bhiwani,28.728868064516128,76.02110225806452
Haryana,Faridabad,28.148731097560972,77.32718536585367
Haryana,Fatehabad,29.57298318584071,75.5460871681416
Haryana,Gurgaon,28.04389478957916,77.01935130260522
Haryana,Hisar,29.23628731117825,75.84324682779456
Haryana,Jhajjar,28.59651868131868,76.61137142857143
Haryana,Jind,29.45149821958457,76.29598575667656
Haryana,Kaithal,29.9606853909465,76.37698930041152
Haryana,Karnal,29.703200647249194,76.87488025889968
Haryana,Kurukshetra,30.05652659846547,76.78774680306906
Haryana,Mahendragarh,28.135216145833336,76.14018072916666
Haryana,Panchkula,30.700897142857144,76.97173238095237
Haryana,Panipat,29.34352134146341,76.92895914634147
Haryana,Rewari,28.191647148288972,76.55956007604563
Haryana,Rohtak,28.89251764705882,76.53123235294117
Haryana,Sirsa,29.635834463276836,74.90970480225988
Haryana,Sonepat,29.058057079646016,76.85587079646018
Haryana,Yamuna Nagar,30.264661825726144,77.31652821576763
Himachal Pradesh,Bilaspur,31.378042290748898,76.65316079295155
Himachal Pradesh,Chamba,32.66741814595661,76.3935406311637
Himachal Pradesh,Hamirpur,31.67668481012658,76.49767088607595
Himachal Pradesh,Kangra,32.140936032388666,76.41205910931174
Himachal Pradesh,Kinnaur,31.60667184065934,78.51613736263737
Himachal Pradesh,Kullu,31.909119220779218,77.4092264935065
Himachal Pradesh,Lahul And Spiti,32.51717030651341,77.62470977011495
Himachal Pradesh,Mandi,31.635805940594057,76.9655693069307
Himachal Pradesh,Shimla,31.15572545180723,77.62573042168675
Himachal Pradesh,Sirmaur,30.682764453961457,77.43184689507495
Himachal Pradesh,Solan,31.038643119266055,76.94442140672783
Himachal Pradesh,Una,31.583303883495148,76.18353932038835
Jammu And Kashmir,Anantnag (Kashmir South),33.76027272727273,75.30390606060605
Jammu And Kashmir,Bagdam,33.93258113207547,74.79798113207548
Jammu And Kashmir,Baramula (Kashmir North),34.38125375722544,74.76359942196531
Jammu And Kashmir,Doda,33.359614675767915,76.07163720136518
Jammu And Kashmir,Jammu,32.713199095022624,74.8477520361991
Jammu And Kashmir,Kargil,33.56599489489489,76.63675315315315
Jammu And Kashmir,Kathua,32.51781678321679,75.58901398601398
Jammu And Kashmir,Kupwara (Muzaffarabad),34.59923473684211,74.21587684210527
Jammu And Kashmir,Ladakh (Leh),33.585792202970296,78.30725928217822
Jammu And Kashmir,Pulwama,33.88414418604651,75.00921860465117
Jammu And Kashmir,Punch,33.79124129032258,74.29593161290322
Jammu And Kashmir,Rajauri,33.2723219858156,74.40776879432624
Jammu And Kashmir,Srinagar,34.27312898550724,75.1102115942029
Jammu And Kashmir,Udhampur,33.047706707317076,75.15286951219511
Jharkhand,Bokaro,23.681496503496504,85.98398374125874
Jharkhand,Chatra,24.11619945750452,84.93295804701627
Jharkhand,Deoghar,24.330701007556677,86.75697632241814
Jharkhand,Dhanbad,23.854509090909094,86.40372924901185
Jharkhand,Dumka,24.275006125574272,87.27662450229708
Jharkhand,Garhwa,24.082114689265538,83.68664265536722
Jharkhand,Giridih,24.305785098743268,86.0871091561939
Jharkhand,Godda,24.818900000000003,87.29417354838709
Jharkhand,Gumla,23.07853294892916,84.55056787479407
Jharkhand,Hazaribag,23.94324197396963,85.49441312364425
Jharkhand,Jamtara,23.97873318077803,86.95325080091533
Jharkhand,Koderma,24.556719434628974,85.71690918727916
Jharkhand,Latehar,23.72511185840708,84.48298743362832
Jharkhand,Lohardaga,23.48879604316547,84.66051690647483
Jharkhand,Pakur,24.57260428082192,87.69691969178082
Jharkhand,Palamu,24.19692596810934,84.20310842824601
Jharkhand,Pashchim Singhbhum,22.39940848765432,85.54098410493827
Jharkhand,Purba Singhbhum,22.59133436293436,86.50910135135136
Jharkhand,Ranchi,23.184235061391544,85.31781937244202
Jharkhand,Sahibganj,24.93667989690722,87.68264097938143
Jharkhand,Saraikela Kharsawan,22.85591392111369,85.89614918793502
Jharkhand,Simdega,22.608760391198043,84.5919369193154
Karnataka,Bagalkot,16.158606763285025,75.64526070853462
Karnataka,Bangalore Rural,12.936827087794432,77.4736931477516
Karnataka,Bangalore Urban,12.901924930747922,77.58685595567867
Karnataka,Belgaum,16.161072191528547,74.72329042357275
Karnataka,Bellary,15.074377548209368,76.4722847107438
Karnataka,Bidar,17.95036173076923,77.19459961538462
Karnataka,Bijapur,16.840153166666667,75.95909166666667
Karnataka,Chamrajnagar,11.95248,77.0238496
Karnataka,Chikmagalur,13.425288289676425,75.67626502311248
Karnataka,Chitradurga,14.291022203947369,76.57821957236843
Karnataka,Dakshin Kannad,12.891204548174745,74.96216277678037
Karnataka,Davanagere,14.330414586709885,75.91723841166936
Karnataka,Dharwad,15.343831376975169,75.13831264108352
Karnataka,Gadag,15.507128256880732,75.64861302752294
Karnataka,Gulbarga,17.070459515951594,76.87503850385039
Karnataka,Hassan,12.94509875,76.1104955
Karnataka,Haveri,14.73758280922432,75.39612306079665
Karnataka,Kodagu,12.396844680851062,75.79336595744681
Karnataka,Kolar,13.312799881235154,78.01376947743469
Karnataka,Koppal,15.651253271028038,76.16170485981309
Karnataka,Mandya,12.574901806239737,76.81570098522167
Karnataka,Mysore,12.248100259403373,76.52881802853437
Karnataka,Raichur,16.050795353982302,76.8736860619469
Karnataka,Shimoga,14.063845885634588,75.17882078103209
Karnataka,Tumkur,13.592467760074976,77.02297966260544
Karnataka,Udupi,13.450404228534538,74.72009990316333
Karnataka,Uttar Kannand,14.538957976244175,74.35229081341151
Kerala,Alappuzha,9.542602965599052,76.38010796263345
Kerala,Ernakulam,10.004879301987396,76.26957729035385
Kerala,Idukki,9.804809638554218,77.04586641566266
Kerala,Kannur,11.941523076923076,75.35209891725921
Kerala,Kasaragod,12.333103099129696,75.07768497134366
Kerala,Kollam,8.929388820570152,76.63607758524314
Kerala,Kottayam,9.643701174068402,76.46059673302706
Kerala,Kozhikode,11.39292427055703,75.71158720159151
Kerala,Malappuram,10.973298756660746,75.93910775606868
Kerala,Palakkad,10.7849269035533,76.4998049069374
Kerala,Pattanamtitta,9.291312393162393,76.86412329059829
Kerala,Thiruvananthapuram,8.53710175908222,76.88711502868068
Kerala,Thrissur,10.458932647907648,76.12321940836941
Kerala,Wayanad,11.715277464788732,76.07587007042254
Lakshadweep,Kavaratti,10.436390526601521,72.82992744299675
Madhya Pradesh,Anuppur,23.181842204301077,81.8656
Madhya Pradesh,Ashoknagar,24.63098846153846,77.82974493927125
Madhya Pradesh,Balaghat,21.800207206405695,80.42170053380782
Madhya Pradesh,Barwani,21.702135714285713,74.91004719710669
Madhya Pradesh,Betul,21.964626315789474,77.7873428189117
Madhya Pradesh,Bhind,26.359511261872456,78.76183242876527
Madhya Pradesh,Bhopal,23.48072614379085,77.39246623093682
Madhya Pradesh,Burhanpur,21.364567254408062,76.24460478589421
Madhya Pradesh,Chhatarpur,24.813637376460015,79.56449299191375
Madhya Pradesh,Chhindwara,22.22796697171381,78.76413136439268
Madhya Pradesh,Damoh,23.76624407960199,79.47049303482586
Madhya Pradesh,Datia,25.902264395604398,78.63916571428571
Madhya Pradesh,Dewas,22.785111002132197,76.46088805970149
Madhya Pradesh,Dhar,22.572681718963164,75.11056207366985
Madhya Pradesh,Dindori,22.83738437047757,81.04332966714905
Madhya Pradesh,East Nimar,22.098985600706715,76.55805503533568
Madhya Pradesh,Guna,24.490439271781533,77.22358959687907
Madhya Pradesh,Gwalior,26.04074441964286,78.12782433035714
Madhya Pradesh,Harda,22.22765978112175,77.07022571819425
Madhya Pradesh,Hoshangabad,22.59526880199667,78.0216809484193
Madhya Pradesh,Indore,22.680265752128665,75.91338013245034
Madhya Pradesh,Jabalpur,23.185255723270444,79.98328754716981
Madhya Pradesh,Jhabua,22.41957801539778,74.40921616766467
Madhya Pradesh,Katni,23.724416229116944,80.33819665871123
Madhya Pradesh,Mandla,22.703487124463518,80.38600543633763
Madhya Pradesh,Mandsaur,24.19278764044944,75.43588667736758
Madhya Pradesh,Morena,26.37313504531722,77.88447341389728
Madhya Pradesh,Narsinghpur,22.951344683026583,79.00202423312884
Madhya Pradesh,Neemuch,24.703118933333332,75.06608186666666
Madhya Pradesh,Panna,24.4513258400927,80.21133001158749
Madhya Pradesh,Raisen,23.292518206521738,78.16305495923913
Madhya Pradesh,Rajgarh,23.78549902642559,76.66431223922115
Madhya Pradesh,Ratlam,23.503562290502792,75.14895782122905
Madhya Pradesh,Rewa,24.86118462515883,81.57572465057179
Madhya Pradesh,Sagar,23.80031870967742,78.7194035777126
Madhya Pradesh,Satna,24.627776217765042,80.75547048710601
Madhya Pradesh,Sehore,22.92971996796583,77.06780202883076
Madhya Pradesh,Seoni,22.33230487804878,79.66053863928113
Madhya Pradesh,Shahdol,23.448598645598192,81.45968318284424
Madhya Pradesh,Shajapur,23.566620317220544,76.33555181268882
Madhya Pradesh,Sheopur,25.780148109965637,77.16911116838489
Madhya Pradesh,Shivpuri,25.37802451874367,77.74861600810537
Madhya Pradesh,Sidhi,24.175471899529043,82.10537833594977
Madhya Pradesh,Tikamgarh,25.140998521046644,78.89357064846416
Madhya Pradesh,Ujjain,23.319288862745097,75.80383717647058
Madhya Pradesh,Umaria,23.596010630630634,80.90879477477478
Madhya Pradesh,Vidisha,23.828383079847907,77.90135076045628
Madhya Pradesh,West Nimar,22.02714,75.8734374248927
Maharashtra,Ahmednagar,19.21759903201787,74.69220260610574
Maharashtra,Akola,20.746310479041917,77.1212232035928
Maharashtra,Amravati,21.16520991810737,77.67583503184714
Maharashtra,Aurangabad,20.097922883295194,75.3207219679634
Maharashtra,Bhandara,21.211792649727766,80.10950199637023
Maharashtra,Bid,18.952353340080972,75.69319706477732
Maharashtra,Buldana,20.56680611183355,76.39017880364109
Maharashtra,Chandrapur,20.095609090909093,79.3155638047138
Maharashtra,Dhule,21.27401869040051,74.58719071837254
Maharashtra,Garhchiroli,19.795546096654274,80.30965563816605
Maharashtra,Gondiya,21.22500841121495,80.17522698598131
Maharashtra,Greater Bombay,19.08506978802702,72.84261961332402
Maharashtra,Hingoli,19.595253022452503,77.09239412780657
Maharashtra,Jalgaon,20.882894341563784,75.551404218107
Maharashtra,Jalna,19.984612534818943,75.9847360724234
Maharashtra,Kolhapur,16.448813015873018,74.12897150793651
Maharashtra,Latur,18.34868726899384,76.75812607802875
Maharashtra,Nagpur,21.196556862745098,79.02166176470588
Maharashtra,Nanded,19.209316983016983,77.68290489510488
Maharashtra,Nandurbar,21.523175625248115,74.32638757443429
Maharashtra,Nashik,20.266912871287126,74.03824168316832
Maharashtra,Osmanabad,18.194594560669454,75.99495575313807
Maharashtra,Parbhani,19.310324252491693,76.70163338870432
Maharashtra,Pune,18.516961714285713,74.12922881632653
Maharashtra,Raigarh,18.453257637845955,73.00906094185797
Maharashtra,Ratnagiri,17.210195070127696,73.25725893866444
Maharashtra,Sangli,17.15493018108652,74.70713822937626
Maharashtra,Satara,17.673790897435897,74.18052064102564
Maharashtra,Sindhudurg,16.170948049777117,73.51329008172362
Maharashtra,Solapur,17.8373579375848,75.42394823609226
Maharashtra,Thane,19.69876774744027,72.79882742564602
Maharashtra,Wardha,20.80743024390244,78.57259105691057
Maharashtra,Washim,20.2822823943662,77.25502394366198
Maharashtra,Yavatmal,20.04258346738159,78.053263717605
Manipur,Bishnupur,24.50712111801242,93.82462360248448
Manipur,Chandel,24.2635812987013,94.09443844155845
Manipur,Churachandpur,24.30309718875502,93.38671506024096
Manipur,East Imphal,24.82105807228916,93.66951204819279
Manipur,Senapati,25.084655860349127,94.03366234413964
Manipur,Tamenglong,24.983129422382675,93.49450740072201
Manipur,Thoubal,24.545392553191487,93.9795989361702
Manipur,Ukhrul,25.059003149606298,94.44129566929135
Manipur,West Imphal,24.79400558659218,93.8885905027933
Meghalaya,East Garo Hills,25.827282282282283,90.64684924924924
Meghalaya,East Khasi Hills,25.303763888888888,91.7592251984127
Meghalaya,Jaintia Hills,25.339595570698467,92.37608160136286
Meghalaya,Ri-Bhoi,25.89706600441501,91.84516158940397
Meghalaya,South Garo Hills,25.240568578553617,90.64560349127183
Meghalaya,West Garo Hills,25.495285185185185,90.03709947089948
Meghalaya,West Khasi Hills,25.500889926739926,91.25364542124542
Mizoram,Aizawl,23.907813354531,92.8535945945946
Mizoram,Champhai,23.541665809768638,93.24221799485862
Mizoram,Kolasib,24.202000434782608,92.73470391304348
Mizoram,Lawngtlai,22.36102843137255,92.66964156862745
Mizoram,Lunglei,23.007717036172696,92.63512555425903
Mizoram,Mamit,23.738529425028187,92.43308038331455
Mizoram,Saiha,22.35744801061008,93.02827931034483
Mizoram,Serchhip,23.26386470588235,92.91415849673201
Nagaland,Dimapur,25.8141768115942,93.75074057971014
Nagaland,Kohima,25.603114285714287,93.78600657596373
Nagaland,Mokokchung,26.478911764705884,94.52242600619195
Nagaland,Mon,26.69207374301676,95.03072988826817
Nagaland,Phek,25.63272986577181,94.5681456375839
Nagaland,Tuensang,26.21104453280318,94.85809880715706
Nagaland,Wokha,26.202611551155115,94.19908151815181
Nagaland,Zunheboto,26.028178205128206,94.50026666666666
Orissa,Angul,21.12070619765494,84.99839212730318
Orissa,Baleshwar,21.485709323116218,87.0808582801192
Orissa,Baragarh,21.132406379310346,83.26444500000001
Orissa,Bhadrak,20.952627352572144,86.81496204516938
Orissa,Bolangir,20.616300298507465,83.21520059701493
Orissa,Boudh,20.58319074074074,84.12363306878306
Orissa,Cuttack,20.40764064602961,85.77768102288022
Orissa,Deogarh,21.431462015503875,84.81452480620156
Orissa,Dhenkanal,20.79887159353349,85.53226836027713
Orissa,Gajapati,19.121080882352942,84.14015091911766
Orissa,Ganjam,19.26326175645342,84.8029771043771
Orissa,Jagatsinghpur,20.114443183609144,86.43265258733912
Orissa,Jajpur,20.853249094202898,86.15277300724638
Orissa,Jharsuguda,21.827058566978195,83.9358168224299
Orissa,Kalahandi,19.784253092783505,83.1124043814433
Orissa,Kandhamal,20.092878624813153,84.02216352765322
Orissa,Kendrapara,20.60631981598228,86.83763247571989
Orissa,Keonjhar,21.492257402597403,85.76276987012987
Orissa,Khordha,20.05416232227488,85.52234834123222
Orissa,Koraput,18.82627794779478,82.81278469846986
Orissa,Malkangiri,18.25227930367505,81.98293636363636
Orissa,Mayurbhanj,21.89762154515778,86.40304080522306
Orissa,Nabarangpur,19.5130471669219,82.42041960183766
Orissa,Nayagarh,20.192895622119817,85.05614700460829
Orissa,Nuapada,20.471309512195123,82.59152536585366
Orissa,Puri,19.835091746031747,85.8669898989899
Orissa,Rayagada,19.292840020060183,83.45860120361083
Orissa,Sambalpur,21.51575238095238,84.3495848324515
Orissa,Sonepur,20.890803293413175,83.76852634730538
Orissa,Sundargarh,22.063548192771083,84.50524819277108
Puducherry,Karaikal,10.876161726078799,79.82369793621014
Puducherry,Mahe,12.006420793787747,75.2827502157032
Puducherry,Puducherry,11.887806269592478,79.79710961337513
Puducherry,Yanam,16.70769565217391,82.26187304347826
Punjab,Amritsar,31.548679820627804,74.79883856502242
Punjab,Bathinda,30.190524611973395,75.05685898004435
Punjab,Faridkot,30.591187250996015,74.79751553784861
Punjab,Fatehgarh Sahib,30.64290947368421,76.36208394736842
Punjab,Firozpur,30.634075352112678,74.40245732394366
Punjab,Gurdaspur,32.042833712121215,75.32040643939393
Punjab,Hoshiarpur,31.551571698113207,75.8469857442348
Punjab,Jalandhar,31.250336907216493,75.54400350515463
Punjab,Kapurthala,31.336592638036812,75.47641165644173
Punjab,Ludhiana,30.765963973799128,75.83110851528384
Punjab,Mansa,29.919547714285716,75.43049228571428
Punjab,Moga,30.756540067340065,75.1600845117845
Punjab,Muktsar,30.31243303303303,74.55187477477477
Punjab,Nawan Shehar,31.133445454545456,76.10192436363637
Punjab,Patiala,30.214540380693407,76.27505893949694
Punjab,Rupnagar,30.91093733075435,76.53743500967119
Punjab,Sangrur,30.185045204336948,75.89437014178482
Rajasthan,Ajmer,26.19930037878788,74.69904191919191
Rajasthan,Alwar,27.552717380352643,76.65359630562553
Rajasthan,Banswara,23.453642032967036,74.44246868131869
Rajasthan,Baran,24.98023243243243,76.86210651828299
Rajasthan,Barmer,25.770709080459767,71.50297126436782
Rajasthan,Bharatpur,27.32411858037578,77.2175207724426
Rajasthan,Bhilwara,25.451197677595626,74.63947595628416
Rajasthan,Bikaner,28.124890683229815,73.26943322981367
Rajasthan,Bundi,25.485807160493824,75.79984074074073
Rajasthan,Chittaurgarh,24.63162376166547,74.80010997846374
Rajasthan,Churu,28.293303755364807,74.65846427038626
Rajasthan,Dausa,26.91234817629179,76.57342097264439
Rajasthan,Dhaulpur,26.72397054945055,77.7447621978022
Rajasthan,Dungarpur,23.751048076923077,73.8476564102564
Rajasthan,Ganganagar,29.25678541266795,73.56192303262955
Rajasthan,Hanumangarh,29.1813351791531,74.74632573289902
Rajasthan,Jaipur,27.033459290187892,75.77117286012526
Rajasthan,Jaisalmer,26.86900838548185,71.18371877346684
Rajasthan,Jalor,25.075780937972766,72.1864726172466
Rajasthan,Jhalawar,24.247255414746544,76.11242891705069
Rajasthan,Jhunjhunun,28.135174012474014,75.52840893970894
Rajasthan,Jodhpur,26.67846083853702,73.00450847457627
Rajasthan,Karauli,26.51901555555556,76.96081818181818
Rajasthan,Kota,25.17571808,76.18618928000001
Rajasthan,Nagaur,27.078620160481446,74.14215667001004
Rajasthan,Pali,25.80490393541877,73.55285640766901
Rajasthan,Rajsamand,25.248947674418606,73.96570215946845
Rajasthan,Sawai Madhopur,26.251081180223284,76.4219283891547
Rajasthan,Sikar,27.64644058641975,75.29317422839506
Rajasthan,Sirohi,24.79769052631579,72.75309131578948
Rajasthan,Tonk,26.153935071707956,75.7919221642764
Rajasthan,Udaipur,24.440767521367523,73.8402983974359
Sikkim,East,27.296003529411763,88.74908392156863
Sikkim,North Sikkim,27.813810047095764,88.54200565149137
Sikkim,South Sikkim,27.278021621621622,88.37538594594595
Sikkim,West Sikkim,27.3359816,88.158012
Tamil Nadu,Ariyalur,11.190514836795252,79.22249643916913
Tamil Nadu,Chennai,13.058098905608757,80.28139151846786
Tamil Nadu,Coimbatore,10.87137699594046,77.0761901217862
Tamil Nadu,Cuddalore,11.57587300613497,79.63002365371506
Tamil Nadu,Dharmapuri,12.3001412,78.11509813333333
Tamil Nadu,Dindigul,10.377801390820583,77.78011279554937
Tamil Nadu,Erode,11.267012155963302,77.42034334862385
Tamil Nadu,Kancheepuram,12.496424756511892,80.088203601359
Tamil Nadu,Kanniyakumari,8.183466300191204,77.32053064053537
Tamil Nadu,Karur,10.79532776617954,78.087496868476
Tamil Nadu,Madurai,9.904313833333333,78.01366033333333
Tamil Nadu,Nagapattinam,10.789468161718256,79.7943729943146
Tamil Nadu,Namakkal,11.337666384778013,78.14624841437632
Tamil Nadu,Nilgiris,11.442361661341852,76.6614642172524
Tamil Nadu,Perambalur,11.260137758112094,78.8603401179941
Tamil Nadu,Pudukkottai,10.130514816433568,79.05444484265735
Tamil Nadu,Ramanathapuram,9.312869951534733,78.99185362412493
Tamil Nadu,Salem,11.629324202127659,78.24782579787234
